created_date,pick_city_name,pick_district_name,timeslot,gross_order,net_order,cancel_order,cnd
2022-05-22,Can Tho City,O Mon District,8,1,0,1,1
2022-05-22,Can Tho City,Thoi Lai,14,1,0,1,1
2022-05-22,Dong Nai,Bien Hoa City,0,2,2,0,0
2022-05-22,Dong Nai,Bien Hoa City,1,4,3,1,0
2022-05-22,Dong Nai,Bien Hoa City,3,1,1,0,0
2022-05-22,Dong Nai,Bien Hoa City,6,50,34,16,11
2022-05-22,Dong Nai,Bien Hoa City,7,175,143,32,14
2022-05-22,Dong Nai,Bien Hoa City,8,320,276,44,15
2022-05-22,Dong Nai,Bien Hoa City,9,568,487,81,10
2022-05-22,Dong Nai,Bien Hoa City,10,816,741,75,9
2022-05-22,Dong Nai,Bien Hoa City,11,1219,1079,140,44
2022-05-22,Dong Nai,Bien Hoa City,12,1121,1029,92,19
2022-05-22,Dong Nai,Bien Hoa City,13,852,780,72,11
2022-05-22,Dong Nai,Bien Hoa City,14,608,545,63,17
2022-05-22,Dong Nai,Bien Hoa City,15,552,492,60,19
2022-05-22,Dong Nai,Bien Hoa City,16,630,551,79,28
2022-05-22,Dong Nai,Bien Hoa City,17,859,626,233,155
2022-05-22,Dong Nai,Bien Hoa City,18,1146,624,522,410
2022-05-22,Dong Nai,Bien Hoa City,19,1376,592,784,639
2022-05-22,Dong Nai,Bien Hoa City,20,624,348,276,198
2022-05-22,Dong Nai,Bien Hoa City,21,201,87,114,59
2022-05-22,Dong Nai,Bien Hoa City,22,2,0,2,0
2022-05-22,Dong Nai,Bien Hoa City,23,1,0,1,0
2022-05-22,Dong Nai,Long Khanh,7,1,0,1,1
2022-05-22,Dong Nai,Long Khanh,8,1,0,1,1
2022-05-22,Dong Nai,Long Thanh,6,1,0,1,1
2022-05-22,Dong Nai,Long Thanh,9,2,0,2,2
2022-05-22,Dong Nai,Long Thanh,10,2,0,2,2
2022-05-22,Dong Nai,Long Thanh,13,1,0,1,0
2022-05-22,Dong Nai,Long Thanh,16,2,0,2,1
2022-05-22,Dong Nai,Long Thanh,17,5,0,5,4
2022-05-22,Dong Nai,Long Thanh,18,2,0,2,2
2022-05-22,Dong Nai,Long Thanh,19,3,0,3,2
2022-05-22,Dong Nai,Long Thanh,20,1,0,1,1
2022-05-22,Dong Nai,Long Thanh,21,1,0,1,1
2022-05-22,Dong Nai,Nhon trach,10,2,0,2,2
2022-05-22,Dong Nai,Nhon trach,11,1,0,1,1
2022-05-22,Dong Nai,Nhon trach,12,1,0,1,1
2022-05-22,Dong Nai,Nhon trach,18,1,0,1,1
2022-05-22,Dong Nai,Nhon trach,19,1,0,1,1
2022-05-22,Dong Nai,Trang Bom,9,2,0,2,2
2022-05-22,Dong Nai,Trang Bom,11,1,1,0,0
2022-05-22,Dong Nai,Trang Bom,13,1,0,1,1
2022-05-22,Dong Nai,Trang Bom,14,1,1,0,0
2022-05-22,Dong Nai,Trang Bom,15,2,0,2,1
2022-05-22,Dong Nai,Trang Bom,19,2,0,2,2
2022-05-22,Hai Phong City,An Duong,8,1,0,1,1
2022-05-22,Hai Phong City,An Duong,10,4,1,3,2
2022-05-22,Hai Phong City,An Duong,11,5,1,4,4
2022-05-22,Hai Phong City,An Duong,12,7,4,3,2
2022-05-22,Hai Phong City,An Duong,13,1,1,0,0
2022-05-22,Hai Phong City,An Duong,14,1,1,0,0
2022-05-22,Hai Phong City,An Duong,15,2,2,0,0
2022-05-22,Hai Phong City,An Duong,16,4,2,2,0
2022-05-22,Hai Phong City,An Duong,17,1,0,1,1
2022-05-22,Hai Phong City,An Duong,19,2,0,2,2
2022-05-22,Hai Phong City,An Duong,20,3,1,2,0
2022-05-22,Hai Phong City,An Duong,21,1,0,1,1
2022-05-22,Hai Phong City,Do Son District,12,1,0,1,1
2022-05-22,Hai Phong City,Do Son District,19,1,0,1,1
2022-05-22,Hai Phong City,Do Son District,20,1,0,1,1
2022-05-22,Hai Phong City,Duong Kinh District,13,2,1,1,1
2022-05-22,Hai Phong City,Hai An District,7,3,1,2,2
2022-05-22,Hai Phong City,Hai An District,8,15,13,2,0
2022-05-22,Hai Phong City,Hai An District,9,15,12,3,1
2022-05-22,Hai Phong City,Hai An District,10,28,23,5,1
2022-05-22,Hai Phong City,Hai An District,11,43,29,14,9
2022-05-22,Hai Phong City,Hai An District,12,19,18,1,0
2022-05-22,Hai Phong City,Hai An District,13,15,13,2,0
2022-05-22,Hai Phong City,Hai An District,14,14,11,3,0
2022-05-22,Hai Phong City,Hai An District,15,10,8,2,2
2022-05-22,Hai Phong City,Hai An District,16,24,17,7,2
2022-05-22,Hai Phong City,Hai An District,17,17,15,2,0
2022-05-22,Hai Phong City,Hai An District,18,27,13,14,5
2022-05-22,Hai Phong City,Hai An District,19,27,10,17,5
2022-05-22,Hai Phong City,Hai An District,20,22,6,16,11
2022-05-22,Hai Phong City,Hai An District,21,11,6,5,3
2022-05-22,Hai Phong City,Hong Bang District,1,1,0,1,1
2022-05-22,Hai Phong City,Hong Bang District,2,1,0,1,0
2022-05-22,Hai Phong City,Hong Bang District,6,1,1,0,0
2022-05-22,Hai Phong City,Hong Bang District,7,9,5,4,2
2022-05-22,Hai Phong City,Hong Bang District,8,46,30,16,10
2022-05-22,Hai Phong City,Hong Bang District,9,41,32,9,5
2022-05-22,Hai Phong City,Hong Bang District,10,105,59,46,29
2022-05-22,Hai Phong City,Hong Bang District,11,145,85,60,39
2022-05-22,Hai Phong City,Hong Bang District,12,68,50,18,13
2022-05-22,Hai Phong City,Hong Bang District,13,29,28,1,0
2022-05-22,Hai Phong City,Hong Bang District,14,46,46,0,0
2022-05-22,Hai Phong City,Hong Bang District,15,53,43,10,4
2022-05-22,Hai Phong City,Hong Bang District,16,42,36,6,2
2022-05-22,Hai Phong City,Hong Bang District,17,46,31,15,9
2022-05-22,Hai Phong City,Hong Bang District,18,75,39,36,24
2022-05-22,Hai Phong City,Hong Bang District,19,67,28,39,28
2022-05-22,Hai Phong City,Hong Bang District,20,46,25,21,14
2022-05-22,Hai Phong City,Hong Bang District,21,8,4,4,3
2022-05-22,Hai Phong City,Kien An District,7,5,1,4,2
2022-05-22,Hai Phong City,Kien An District,8,16,1,15,9
2022-05-22,Hai Phong City,Kien An District,9,16,8,8,5
2022-05-22,Hai Phong City,Kien An District,10,12,8,4,2
2022-05-22,Hai Phong City,Kien An District,11,15,13,2,1
2022-05-22,Hai Phong City,Kien An District,12,4,3,1,1
2022-05-22,Hai Phong City,Kien An District,13,11,5,6,3
2022-05-22,Hai Phong City,Kien An District,14,6,5,1,1
2022-05-22,Hai Phong City,Kien An District,15,9,6,3,1
2022-05-22,Hai Phong City,Kien An District,16,8,5,3,1
2022-05-22,Hai Phong City,Kien An District,17,6,6,0,0
2022-05-22,Hai Phong City,Kien An District,18,11,9,2,2
2022-05-22,Hai Phong City,Kien An District,19,11,5,6,4
2022-05-22,Hai Phong City,Kien An District,20,7,1,6,3
2022-05-22,Hai Phong City,Kien An District,21,3,3,0,0
2022-05-22,Hai Phong City,Le Chan District,0,1,0,1,0
2022-05-22,Hai Phong City,Le Chan District,1,2,0,2,0
2022-05-22,Hai Phong City,Le Chan District,6,4,3,1,0
2022-05-22,Hai Phong City,Le Chan District,7,41,30,11,6
2022-05-22,Hai Phong City,Le Chan District,8,112,72,40,33
2022-05-22,Hai Phong City,Le Chan District,9,167,119,48,30
2022-05-22,Hai Phong City,Le Chan District,10,260,175,85,50
2022-05-22,Hai Phong City,Le Chan District,11,410,267,143,113
2022-05-22,Hai Phong City,Le Chan District,12,261,199,62,31
2022-05-22,Hai Phong City,Le Chan District,13,127,114,13,0
2022-05-22,Hai Phong City,Le Chan District,14,123,108,15,1
2022-05-22,Hai Phong City,Le Chan District,15,210,165,45,15
2022-05-22,Hai Phong City,Le Chan District,16,178,138,40,16
2022-05-22,Hai Phong City,Le Chan District,17,201,161,40,23
2022-05-22,Hai Phong City,Le Chan District,18,266,143,123,86
2022-05-22,Hai Phong City,Le Chan District,19,279,135,144,116
2022-05-22,Hai Phong City,Le Chan District,20,169,98,71,49
2022-05-22,Hai Phong City,Le Chan District,21,52,31,21,11
2022-05-22,Hai Phong City,Le Chan District,22,1,0,1,0
2022-05-22,Hai Phong City,Ngo Quyen District,0,2,2,0,0
2022-05-22,Hai Phong City,Ngo Quyen District,6,1,0,1,0
2022-05-22,Hai Phong City,Ngo Quyen District,7,27,23,4,3
2022-05-22,Hai Phong City,Ngo Quyen District,8,71,46,25,19
2022-05-22,Hai Phong City,Ngo Quyen District,9,124,95,29,13
2022-05-22,Hai Phong City,Ngo Quyen District,10,209,161,48,28
2022-05-22,Hai Phong City,Ngo Quyen District,11,284,195,89,65
2022-05-22,Hai Phong City,Ngo Quyen District,12,174,141,33,16
2022-05-22,Hai Phong City,Ngo Quyen District,13,102,92,10,1
2022-05-22,Hai Phong City,Ngo Quyen District,14,112,96,16,3
2022-05-22,Hai Phong City,Ngo Quyen District,15,157,123,34,17
2022-05-22,Hai Phong City,Ngo Quyen District,16,153,120,33,10
2022-05-22,Hai Phong City,Ngo Quyen District,17,149,126,23,10
2022-05-22,Hai Phong City,Ngo Quyen District,18,212,123,89,59
2022-05-22,Hai Phong City,Ngo Quyen District,19,256,134,122,92
2022-05-22,Hai Phong City,Ngo Quyen District,20,113,68,45,19
2022-05-22,Hai Phong City,Ngo Quyen District,21,39,26,13,6
2022-05-22,Hai Phong City,Thuy Nguyen,10,1,0,1,1
2022-05-22,Hai Phong City,Thuy Nguyen,11,3,0,3,3
2022-05-22,Hai Phong City,Thuy Nguyen,12,5,0,5,4
2022-05-22,Hai Phong City,Thuy Nguyen,14,2,0,2,1
2022-05-22,Hai Phong City,Thuy Nguyen,15,4,0,4,4
2022-05-22,Hai Phong City,Thuy Nguyen,16,1,0,1,1
2022-05-22,Hai Phong City,Thuy Nguyen,19,2,0,2,2
2022-05-22,Hai Phong City,Thuy Nguyen,20,1,0,1,1
2022-05-22,Hue City,Hue City,0,1,0,1,0
2022-05-22,Hue City,Hue City,1,1,0,1,0
2022-05-22,Hue City,Hue City,4,3,3,0,0
2022-05-22,Hue City,Hue City,5,3,3,0,0
2022-05-22,Hue City,Hue City,6,63,52,11,4
2022-05-22,Hue City,Hue City,7,216,194,22,1
2022-05-22,Hue City,Hue City,8,317,292,25,1
2022-05-22,Hue City,Hue City,9,280,265,15,0
2022-05-22,Hue City,Hue City,10,446,411,35,1
2022-05-22,Hue City,Hue City,11,686,636,50,0
2022-05-22,Hue City,Hue City,12,579,534,45,0
2022-05-22,Hue City,Hue City,13,313,291,22,0
2022-05-22,Hue City,Hue City,14,311,283,28,2
2022-05-22,Hue City,Hue City,15,347,328,19,4
2022-05-22,Hue City,Hue City,16,519,447,72,26
2022-05-22,Hue City,Hue City,17,536,484,52,11
2022-05-22,Hue City,Hue City,18,788,542,246,162
2022-05-22,Hue City,Hue City,19,1007,471,536,426
2022-05-22,Hue City,Hue City,20,604,296,308,237
2022-05-22,Hue City,Hue City,21,276,111,165,123
2022-05-22,Hue City,Huong Thuy,6,1,0,1,0
2022-05-22,Hue City,Huong Thuy,11,2,1,1,0
2022-05-22,Hue City,Huong Thuy,12,1,0,1,1
2022-05-22,Hue City,Huong Thuy,13,2,1,1,1
2022-05-22,Hue City,Huong Thuy,14,1,0,1,1
2022-05-22,Hue City,Huong Thuy,15,1,1,0,0
2022-05-22,Hue City,Huong Thuy,17,1,1,0,0
2022-05-22,Hue City,Huong Thuy,18,1,0,1,1
2022-05-22,Hue City,Huong Thuy,19,1,1,0,0
2022-05-22,Hue City,Huong Thuy,20,2,1,1,1
2022-05-22,Hue City,Huong Thuy,21,1,0,1,0
2022-05-22,Hue City,Huong Tra,8,1,1,0,0
2022-05-22,Hue City,Huong Tra,9,1,1,0,0
2022-05-22,Hue City,Huong Tra,10,1,1,0,0
2022-05-22,Hue City,Huong Tra,12,5,0,5,0
2022-05-22,Hue City,Huong Tra,13,1,1,0,0
2022-05-22,Hue City,Huong Tra,20,1,0,1,1
2022-05-22,Hue City,Phu Vang,7,1,1,0,0
2022-05-22,Hue City,Phu Vang,8,3,2,1,1
2022-05-22,Hue City,Phu Vang,9,2,0,2,1
2022-05-22,Hue City,Phu Vang,10,1,1,0,0
2022-05-22,Hue City,Phu Vang,11,1,1,0,0
2022-05-22,Hue City,Phu Vang,12,2,2,0,0
2022-05-22,Hue City,Phu Vang,13,2,2,0,0
2022-05-22,Hue City,Phu Vang,14,1,1,0,0
2022-05-22,Hue City,Phu Vang,15,2,1,1,0
2022-05-22,Hue City,Phu Vang,16,1,1,0,0
2022-05-22,Hue City,Phu Vang,17,2,2,0,0
2022-05-22,Hue City,Phu Vang,18,2,1,1,1
2022-05-22,Hue City,Phu Vang,19,3,0,3,3
2022-05-22,Vung Tau,Ba Ria City,6,1,0,1,1
2022-05-22,Vung Tau,Ba Ria City,7,3,0,3,3
2022-05-22,Vung Tau,Ba Ria City,8,4,0,4,3
2022-05-22,Vung Tau,Ba Ria City,9,10,0,10,6
2022-05-22,Vung Tau,Ba Ria City,10,6,2,4,3
2022-05-22,Vung Tau,Ba Ria City,11,11,5,6,4
2022-05-22,Vung Tau,Ba Ria City,12,2,2,0,0
2022-05-22,Vung Tau,Ba Ria City,13,9,3,6,5
2022-05-22,Vung Tau,Ba Ria City,14,7,3,4,4
2022-05-22,Vung Tau,Ba Ria City,15,10,5,5,5
2022-05-22,Vung Tau,Ba Ria City,16,12,1,11,11
2022-05-22,Vung Tau,Ba Ria City,17,11,4,7,7
2022-05-22,Vung Tau,Ba Ria City,18,16,2,14,14
2022-05-22,Vung Tau,Ba Ria City,19,13,3,10,8
2022-05-22,Vung Tau,Long Dien,16,1,0,1,0
2022-05-22,Vung Tau,Tan Thanh,17,1,0,1,1
2022-05-22,Vung Tau,Vung Tau City,2,4,0,4,0
2022-05-22,Vung Tau,Vung Tau City,5,2,0,2,2
2022-05-22,Vung Tau,Vung Tau City,6,49,36,13,5
2022-05-22,Vung Tau,Vung Tau City,7,125,106,19,5
2022-05-22,Vung Tau,Vung Tau City,8,231,175,56,33
2022-05-22,Vung Tau,Vung Tau City,9,266,232,34,17
2022-05-22,Vung Tau,Vung Tau City,10,301,279,22,4
2022-05-22,Vung Tau,Vung Tau City,11,446,388,58,23
2022-05-22,Vung Tau,Vung Tau City,12,367,338,29,5
2022-05-22,Vung Tau,Vung Tau City,13,264,248,16,5
2022-05-22,Vung Tau,Vung Tau City,14,189,136,53,28
2022-05-22,Vung Tau,Vung Tau City,15,325,255,70,47
2022-05-22,Vung Tau,Vung Tau City,16,335,224,111,79
2022-05-22,Vung Tau,Vung Tau City,17,580,244,336,282
2022-05-22,Vung Tau,Vung Tau City,18,617,214,403,358
2022-05-22,Vung Tau,Vung Tau City,19,550,147,403,353
2022-05-22,Vung Tau,Vung Tau City,20,286,113,173,142
2022-05-22,Vung Tau,Vung Tau City,21,114,52,62,41
2022-05-23,Binh Duong,Ben Cat,10,1,0,1,0
2022-05-23,Binh Duong,Ben Cat,13,1,1,0,0
2022-05-23,Binh Duong,Ben Cat,15,1,0,1,1
2022-05-23,Binh Duong,Ben Cat,18,2,0,2,1
2022-05-23,Binh Duong,Ben Cat,19,1,0,1,1
2022-05-23,Binh Duong,Di An,0,1,0,1,1
2022-05-23,Binh Duong,Di An,4,1,0,1,1
2022-05-23,Binh Duong,Di An,6,1,0,1,0
2022-05-23,Binh Duong,Di An,7,4,0,4,2
2022-05-23,Binh Duong,Di An,8,6,0,6,6
2022-05-23,Binh Duong,Di An,9,20,7,13,11
2022-05-23,Binh Duong,Di An,10,40,15,25,21
2022-05-23,Binh Duong,Di An,11,34,16,18,15
2022-05-23,Binh Duong,Di An,12,27,20,7,5
2022-05-23,Binh Duong,Di An,13,30,14,16,14
2022-05-23,Binh Duong,Di An,14,37,11,26,24
2022-05-23,Binh Duong,Di An,15,22,9,13,11
2022-05-23,Binh Duong,Di An,16,27,14,13,10
2022-05-23,Binh Duong,Di An,17,28,16,12,9
2022-05-23,Binh Duong,Di An,18,28,18,10,8
2022-05-23,Binh Duong,Di An,19,23,18,5,4
2022-05-23,Binh Duong,Di An,20,16,9,7,2
2022-05-23,Binh Duong,Di An,21,6,4,2,1
2022-05-23,Binh Duong,Tan Uyen,7,1,0,1,1
2022-05-23,Binh Duong,Tan Uyen,8,2,1,1,1
2022-05-23,Binh Duong,Tan Uyen,10,1,0,1,0
2022-05-23,Binh Duong,Tan Uyen,11,3,2,1,1
2022-05-23,Binh Duong,Tan Uyen,16,1,1,0,0
2022-05-23,Binh Duong,Tan Uyen,18,3,1,2,1
2022-05-23,Binh Duong,Thu Dau Mot Town,1,1,1,0,0
2022-05-23,Binh Duong,Thu Dau Mot Town,4,1,1,0,0
2022-05-23,Binh Duong,Thu Dau Mot Town,5,1,0,1,1
2022-05-23,Binh Duong,Thu Dau Mot Town,6,20,16,4,3
2022-05-23,Binh Duong,Thu Dau Mot Town,7,125,121,4,1
2022-05-23,Binh Duong,Thu Dau Mot Town,8,187,176,11,3
2022-05-23,Binh Duong,Thu Dau Mot Town,9,191,177,14,3
2022-05-23,Binh Duong,Thu Dau Mot Town,10,337,310,27,5
2022-05-23,Binh Duong,Thu Dau Mot Town,11,590,560,30,6
2022-05-23,Binh Duong,Thu Dau Mot Town,12,444,425,19,0
2022-05-23,Binh Duong,Thu Dau Mot Town,13,409,395,14,2
2022-05-23,Binh Duong,Thu Dau Mot Town,14,273,259,14,1
2022-05-23,Binh Duong,Thu Dau Mot Town,15,255,236,19,3
2022-05-23,Binh Duong,Thu Dau Mot Town,16,250,227,23,5
2022-05-23,Binh Duong,Thu Dau Mot Town,17,357,328,29,3
2022-05-23,Binh Duong,Thu Dau Mot Town,18,369,347,22,5
2022-05-23,Binh Duong,Thu Dau Mot Town,19,303,276,27,1
2022-05-23,Binh Duong,Thu Dau Mot Town,20,263,241,22,6
2022-05-23,Binh Duong,Thu Dau Mot Town,21,107,98,9,4
2022-05-23,Binh Duong,Thu Dau Mot Town,22,1,0,1,0
2022-05-23,Binh Duong,Thuan An,1,1,1,0,0
2022-05-23,Binh Duong,Thuan An,6,9,2,7,7
2022-05-23,Binh Duong,Thuan An,7,6,4,2,2
2022-05-23,Binh Duong,Thuan An,8,15,12,3,2
2022-05-23,Binh Duong,Thuan An,9,29,21,8,5
2022-05-23,Binh Duong,Thuan An,10,50,42,8,4
2022-05-23,Binh Duong,Thuan An,11,61,47,14,7
2022-05-23,Binh Duong,Thuan An,12,66,48,18,8
2022-05-23,Binh Duong,Thuan An,13,73,51,22,17
2022-05-23,Binh Duong,Thuan An,14,52,35,17,12
2022-05-23,Binh Duong,Thuan An,15,31,26,5,3
2022-05-23,Binh Duong,Thuan An,16,27,23,4,2
2022-05-23,Binh Duong,Thuan An,17,36,34,2,2
2022-05-23,Binh Duong,Thuan An,18,37,30,7,2
2022-05-23,Binh Duong,Thuan An,19,34,28,6,3
2022-05-23,Binh Duong,Thuan An,20,36,21,15,12
2022-05-23,Binh Duong,Thuan An,21,29,3,26,20
2022-05-23,Can Tho City,Binh Thuy District,6,1,0,1,1
2022-05-23,Can Tho City,Binh Thuy District,7,3,2,1,1
2022-05-23,Can Tho City,Binh Thuy District,8,5,5,0,0
2022-05-23,Can Tho City,Binh Thuy District,9,7,6,1,0
2022-05-23,Can Tho City,Binh Thuy District,10,5,4,1,0
2022-05-23,Can Tho City,Binh Thuy District,11,15,15,0,0
2022-05-23,Can Tho City,Binh Thuy District,12,11,10,1,0
2022-05-23,Can Tho City,Binh Thuy District,13,9,8,1,1
2022-05-23,Can Tho City,Binh Thuy District,14,8,8,0,0
2022-05-23,Can Tho City,Binh Thuy District,15,8,7,1,1
2022-05-23,Can Tho City,Binh Thuy District,16,8,8,0,0
2022-05-23,Can Tho City,Binh Thuy District,17,11,11,0,0
2022-05-23,Can Tho City,Binh Thuy District,18,7,6,1,0
2022-05-23,Can Tho City,Binh Thuy District,19,17,17,0,0
2022-05-23,Can Tho City,Binh Thuy District,20,7,7,0,0
2022-05-23,Can Tho City,Binh Thuy District,21,3,1,2,0
2022-05-23,Can Tho City,Cai Rang District,6,1,1,0,0
2022-05-23,Can Tho City,Cai Rang District,7,8,4,4,3
2022-05-23,Can Tho City,Cai Rang District,8,12,6,6,5
2022-05-23,Can Tho City,Cai Rang District,9,5,5,0,0
2022-05-23,Can Tho City,Cai Rang District,10,16,13,3,2
2022-05-23,Can Tho City,Cai Rang District,11,13,12,1,0
2022-05-23,Can Tho City,Cai Rang District,12,8,6,2,0
2022-05-23,Can Tho City,Cai Rang District,13,7,7,0,0
2022-05-23,Can Tho City,Cai Rang District,14,9,8,1,0
2022-05-23,Can Tho City,Cai Rang District,15,8,5,3,0
2022-05-23,Can Tho City,Cai Rang District,16,14,12,2,1
2022-05-23,Can Tho City,Cai Rang District,17,11,9,2,2
2022-05-23,Can Tho City,Cai Rang District,18,8,7,1,0
2022-05-23,Can Tho City,Cai Rang District,19,12,9,3,0
2022-05-23,Can Tho City,Cai Rang District,20,10,9,1,1
2022-05-23,Can Tho City,Cai Rang District,21,5,4,1,0
2022-05-23,Can Tho City,Ninh Kieu District,0,1,0,1,0
2022-05-23,Can Tho City,Ninh Kieu District,1,1,0,1,0
2022-05-23,Can Tho City,Ninh Kieu District,4,1,1,0,0
2022-05-23,Can Tho City,Ninh Kieu District,5,5,1,4,2
2022-05-23,Can Tho City,Ninh Kieu District,6,56,45,11,5
2022-05-23,Can Tho City,Ninh Kieu District,7,121,111,10,0
2022-05-23,Can Tho City,Ninh Kieu District,8,245,227,18,0
2022-05-23,Can Tho City,Ninh Kieu District,9,291,269,22,1
2022-05-23,Can Tho City,Ninh Kieu District,10,470,444,26,0
2022-05-23,Can Tho City,Ninh Kieu District,11,782,741,41,7
2022-05-23,Can Tho City,Ninh Kieu District,12,576,553,23,0
2022-05-23,Can Tho City,Ninh Kieu District,13,447,424,23,0
2022-05-23,Can Tho City,Ninh Kieu District,14,410,391,19,0
2022-05-23,Can Tho City,Ninh Kieu District,15,355,331,24,0
2022-05-23,Can Tho City,Ninh Kieu District,16,498,465,33,0
2022-05-23,Can Tho City,Ninh Kieu District,17,519,494,25,0
2022-05-23,Can Tho City,Ninh Kieu District,18,580,557,23,0
2022-05-23,Can Tho City,Ninh Kieu District,19,471,447,24,0
2022-05-23,Can Tho City,Ninh Kieu District,20,395,377,18,0
2022-05-23,Can Tho City,Ninh Kieu District,21,226,204,22,3
2022-05-23,Can Tho City,Ninh Kieu District,22,2,1,1,0
2022-05-23,Can Tho City,Ninh Kieu District,23,2,0,2,0
2022-05-23,Can Tho City,O Mon District,12,2,0,2,1
2022-05-23,Dong Nai,Bien Hoa City,1,1,0,1,0
2022-05-23,Dong Nai,Bien Hoa City,2,1,0,1,0
2022-05-23,Dong Nai,Bien Hoa City,3,1,1,0,0
2022-05-23,Dong Nai,Bien Hoa City,5,2,2,0,0
2022-05-23,Dong Nai,Bien Hoa City,6,29,19,10,7
2022-05-23,Dong Nai,Bien Hoa City,7,149,111,38,28
2022-05-23,Dong Nai,Bien Hoa City,8,314,268,46,13
2022-05-23,Dong Nai,Bien Hoa City,9,369,331,38,9
2022-05-23,Dong Nai,Bien Hoa City,10,723,631,92,24
2022-05-23,Dong Nai,Bien Hoa City,11,1075,968,107,42
2022-05-23,Dong Nai,Bien Hoa City,12,872,809,63,17
2022-05-23,Dong Nai,Bien Hoa City,13,774,724,50,12
2022-05-23,Dong Nai,Bien Hoa City,14,633,565,68,19
2022-05-23,Dong Nai,Bien Hoa City,15,443,406,37,6
2022-05-23,Dong Nai,Bien Hoa City,16,499,457,42,4
2022-05-23,Dong Nai,Bien Hoa City,17,565,515,50,7
2022-05-23,Dong Nai,Bien Hoa City,18,653,605,48,8
2022-05-23,Dong Nai,Bien Hoa City,19,650,590,60,14
2022-05-23,Dong Nai,Bien Hoa City,20,475,399,76,31
2022-05-23,Dong Nai,Bien Hoa City,21,212,153,59,22
2022-05-23,Dong Nai,Bien Hoa City,22,3,0,3,0
2022-05-23,Dong Nai,Long Khanh,11,1,0,1,1
2022-05-23,Dong Nai,Long Khanh,15,1,0,1,1
2022-05-23,Dong Nai,Long Khanh,17,1,0,1,1
2022-05-23,Dong Nai,Long Thanh,9,3,0,3,2
2022-05-23,Dong Nai,Long Thanh,10,4,0,4,3
2022-05-23,Dong Nai,Long Thanh,13,3,0,3,2
2022-05-23,Dong Nai,Long Thanh,14,1,0,1,1
2022-05-23,Dong Nai,Long Thanh,16,2,0,2,2
2022-05-23,Dong Nai,Long Thanh,17,1,0,1,1
2022-05-23,Dong Nai,Long Thanh,19,1,0,1,1
2022-05-23,Dong Nai,Nhon trach,13,1,0,1,1
2022-05-23,Dong Nai,Nhon trach,19,5,0,5,4
2022-05-23,Dong Nai,Nhon trach,20,2,0,2,2
2022-05-23,Dong Nai,Trang Bom,9,1,0,1,1
2022-05-23,Dong Nai,Trang Bom,10,1,0,1,1
2022-05-23,Dong Nai,Trang Bom,12,2,1,1,1
2022-05-23,Dong Nai,Trang Bom,14,1,0,1,1
2022-05-23,Hai Phong City,An Duong,7,2,0,2,1
2022-05-23,Hai Phong City,An Duong,8,3,0,3,3
2022-05-23,Hai Phong City,An Duong,9,3,1,2,2
2022-05-23,Hai Phong City,An Duong,10,1,0,1,0
2022-05-23,Hai Phong City,An Duong,11,4,3,1,1
2022-05-23,Hai Phong City,An Duong,12,10,4,6,5
2022-05-23,Hai Phong City,An Duong,13,5,2,3,2
2022-05-23,Hai Phong City,An Duong,14,5,1,4,3
2022-05-23,Hai Phong City,An Duong,15,3,2,1,1
2022-05-23,Hai Phong City,An Duong,17,3,2,1,1
2022-05-23,Hai Phong City,An Duong,18,1,1,0,0
2022-05-23,Hai Phong City,An Duong,19,1,0,1,0
2022-05-23,Hai Phong City,An Duong,20,3,0,3,2
2022-05-23,Hai Phong City,An Duong,21,4,0,4,2
2022-05-23,Hai Phong City,An Duong,22,1,0,1,0
2022-05-23,Hai Phong City,Do Son District,9,1,0,1,1
2022-05-23,Hai Phong City,Do Son District,14,1,0,1,1
2022-05-23,Hai Phong City,Duong Kinh District,13,2,0,2,2
2022-05-23,Hai Phong City,Duong Kinh District,20,1,0,1,1
2022-05-23,Hai Phong City,Hai An District,6,1,0,1,0
2022-05-23,Hai Phong City,Hai An District,7,6,2,4,2
2022-05-23,Hai Phong City,Hai An District,8,14,7,7,4
2022-05-23,Hai Phong City,Hai An District,9,16,15,1,0
2022-05-23,Hai Phong City,Hai An District,10,17,15,2,0
2022-05-23,Hai Phong City,Hai An District,11,55,42,13,9
2022-05-23,Hai Phong City,Hai An District,12,24,20,4,1
2022-05-23,Hai Phong City,Hai An District,13,21,17,4,1
2022-05-23,Hai Phong City,Hai An District,14,18,15,3,1
2022-05-23,Hai Phong City,Hai An District,15,17,16,1,0
2022-05-23,Hai Phong City,Hai An District,16,14,14,0,0
2022-05-23,Hai Phong City,Hai An District,17,12,11,1,1
2022-05-23,Hai Phong City,Hai An District,18,20,15,5,0
2022-05-23,Hai Phong City,Hai An District,19,28,17,11,7
2022-05-23,Hai Phong City,Hai An District,20,13,11,2,0
2022-05-23,Hai Phong City,Hai An District,21,9,6,3,2
2022-05-23,Hai Phong City,Hong Bang District,3,1,0,1,0
2022-05-23,Hai Phong City,Hong Bang District,7,8,4,4,3
2022-05-23,Hai Phong City,Hong Bang District,8,30,22,8,7
2022-05-23,Hai Phong City,Hong Bang District,9,18,14,4,1
2022-05-23,Hai Phong City,Hong Bang District,10,49,40,9,1
2022-05-23,Hai Phong City,Hong Bang District,11,91,83,8,2
2022-05-23,Hai Phong City,Hong Bang District,12,51,41,10,3
2022-05-23,Hai Phong City,Hong Bang District,13,32,23,9,8
