created_date,pick_city_name,pick_district_name,timeslot,gross_order,net_order,cancel_order,cnd
2021-12-27,Binh Duong,Ben Cat,11,1,1,0,0
2021-12-27,Binh Duong,Ben Cat,19,3,1,2,2
2021-12-27,Binh Duong,Di An,7,7,2,5,5
2021-12-27,Binh Duong,Di An,8,15,4,11,8
2021-12-27,Binh Duong,Di An,9,10,2,8,8
2021-12-27,Binh Duong,Di An,10,14,5,9,7
2021-12-27,Binh Duong,Di An,11,17,11,6,4
2021-12-27,Binh Duong,Di An,12,25,12,13,9
2021-12-27,Binh Duong,Di An,13,23,7,16,15
2021-12-27,Binh Duong,Di An,14,13,9,4,3
2021-12-27,Binh Duong,Di An,15,15,9,6,5
2021-12-27,Binh Duong,Di An,16,13,2,11,9
2021-12-27,Binh Duong,Di An,17,14,2,12,8
2021-12-27,Binh Duong,Di An,18,9,4,5,4
2021-12-27,Binh Duong,Di An,19,36,5,31,29
2021-12-27,Binh Duong,Di An,20,10,4,6,4
2021-12-27,Binh Duong,Di An,21,3,0,3,1
2021-12-27,Binh Duong,Tan Uyen,10,4,1,3,3
2021-12-27,Binh Duong,Tan Uyen,11,3,1,2,2
2021-12-27,Binh Duong,Tan Uyen,13,1,1,0,0
2021-12-27,Binh Duong,Tan Uyen,14,4,2,2,2
2021-12-27,Binh Duong,Tan Uyen,15,2,1,1,0
2021-12-27,Binh Duong,Tan Uyen,16,1,0,1,1
2021-12-27,Binh Duong,Tan Uyen,19,2,1,1,1
2021-12-27,Binh Duong,Thu Dau Mot Town,5,1,1,0,0
2021-12-27,Binh Duong,Thu Dau Mot Town,6,30,21,9,2
2021-12-27,Binh Duong,Thu Dau Mot Town,7,99,94,5,1
2021-12-27,Binh Duong,Thu Dau Mot Town,8,196,183,13,2
2021-12-27,Binh Duong,Thu Dau Mot Town,9,213,204,9,1
2021-12-27,Binh Duong,Thu Dau Mot Town,10,323,300,23,1
2021-12-27,Binh Duong,Thu Dau Mot Town,11,597,543,54,5
2021-12-27,Binh Duong,Thu Dau Mot Town,12,386,369,17,4
2021-12-27,Binh Duong,Thu Dau Mot Town,13,351,332,19,6
2021-12-27,Binh Duong,Thu Dau Mot Town,14,269,255,14,4
2021-12-27,Binh Duong,Thu Dau Mot Town,15,259,246,13,6
2021-12-27,Binh Duong,Thu Dau Mot Town,16,245,230,15,2
2021-12-27,Binh Duong,Thu Dau Mot Town,17,340,279,61,36
2021-12-27,Binh Duong,Thu Dau Mot Town,18,391,244,147,110
2021-12-27,Binh Duong,Thu Dau Mot Town,19,438,292,146,115
2021-12-27,Binh Duong,Thu Dau Mot Town,20,264,224,40,19
2021-12-27,Binh Duong,Thu Dau Mot Town,21,90,79,11,4
2021-12-27,Binh Duong,Thu Dau Mot Town,22,5,2,3,0
2021-12-27,Binh Duong,Thu Dau Mot Town,23,2,0,2,0
2021-12-27,Binh Duong,Thuan An,7,8,3,5,5
2021-12-27,Binh Duong,Thuan An,8,15,7,8,6
2021-12-27,Binh Duong,Thuan An,9,30,15,15,12
2021-12-27,Binh Duong,Thuan An,10,48,26,22,17
2021-12-27,Binh Duong,Thuan An,11,104,50,54,44
2021-12-27,Binh Duong,Thuan An,12,81,38,43,35
2021-12-27,Binh Duong,Thuan An,13,57,30,27,20
2021-12-27,Binh Duong,Thuan An,14,44,23,21,17
2021-12-27,Binh Duong,Thuan An,15,33,21,12,8
2021-12-27,Binh Duong,Thuan An,16,41,24,17,14
2021-12-27,Binh Duong,Thuan An,17,32,19,13,11
2021-12-27,Binh Duong,Thuan An,18,22,10,12,10
2021-12-27,Binh Duong,Thuan An,19,32,14,18,17
2021-12-27,Binh Duong,Thuan An,20,19,7,12,8
2021-12-27,Binh Duong,Thuan An,21,11,2,9,3
2021-12-27,Binh Duong,Thuan An,23,1,0,1,1
2021-12-27,Can Tho City,Binh Thuy District,8,2,2,0,0
2021-12-27,Can Tho City,Binh Thuy District,9,4,3,1,0
2021-12-27,Can Tho City,Binh Thuy District,10,5,5,0,0
2021-12-27,Can Tho City,Binh Thuy District,11,9,8,1,0
2021-12-27,Can Tho City,Binh Thuy District,12,6,6,0,0
2021-12-27,Can Tho City,Binh Thuy District,13,14,13,1,0
2021-12-27,Can Tho City,Binh Thuy District,14,6,6,0,0
2021-12-27,Can Tho City,Binh Thuy District,15,11,10,1,0
2021-12-27,Can Tho City,Binh Thuy District,16,12,10,2,0
2021-12-27,Can Tho City,Binh Thuy District,17,3,3,0,0
2021-12-27,Can Tho City,Binh Thuy District,18,7,6,1,0
2021-12-27,Can Tho City,Binh Thuy District,19,13,13,0,0
2021-12-27,Can Tho City,Binh Thuy District,20,9,6,3,1
2021-12-27,Can Tho City,Binh Thuy District,21,5,3,2,0
2021-12-27,Can Tho City,Cai Rang District,6,1,1,0,0
2021-12-27,Can Tho City,Cai Rang District,7,6,5,1,0
2021-12-27,Can Tho City,Cai Rang District,8,6,4,2,0
2021-12-27,Can Tho City,Cai Rang District,9,5,5,0,0
2021-12-27,Can Tho City,Cai Rang District,10,6,5,1,0
2021-12-27,Can Tho City,Cai Rang District,11,11,10,1,0
2021-12-27,Can Tho City,Cai Rang District,12,10,9,1,0
2021-12-27,Can Tho City,Cai Rang District,13,7,7,0,0
2021-12-27,Can Tho City,Cai Rang District,14,7,7,0,0
2021-12-27,Can Tho City,Cai Rang District,15,6,5,1,0
2021-12-27,Can Tho City,Cai Rang District,16,11,11,0,0
2021-12-27,Can Tho City,Cai Rang District,17,10,10,0,0
2021-12-27,Can Tho City,Cai Rang District,18,7,5,2,0
2021-12-27,Can Tho City,Cai Rang District,19,8,8,0,0
2021-12-27,Can Tho City,Cai Rang District,20,7,5,2,0
2021-12-27,Can Tho City,Cai Rang District,21,1,1,0,0
2021-12-27,Can Tho City,Cai Rang District,23,1,1,0,0
2021-12-27,Can Tho City,Ninh Kieu District,0,2,1,1,0
2021-12-27,Can Tho City,Ninh Kieu District,1,7,5,2,0
2021-12-27,Can Tho City,Ninh Kieu District,3,1,1,0,0
2021-12-27,Can Tho City,Ninh Kieu District,4,2,2,0,0
2021-12-27,Can Tho City,Ninh Kieu District,5,1,1,0,0
2021-12-27,Can Tho City,Ninh Kieu District,6,55,50,5,0
2021-12-27,Can Tho City,Ninh Kieu District,7,152,139,13,0
2021-12-27,Can Tho City,Ninh Kieu District,8,241,234,7,0
2021-12-27,Can Tho City,Ninh Kieu District,9,264,250,14,0
2021-12-27,Can Tho City,Ninh Kieu District,10,425,408,17,0
2021-12-27,Can Tho City,Ninh Kieu District,11,750,722,28,0
2021-12-27,Can Tho City,Ninh Kieu District,12,528,506,22,0
2021-12-27,Can Tho City,Ninh Kieu District,13,399,380,19,0
2021-12-27,Can Tho City,Ninh Kieu District,14,316,300,16,0
2021-12-27,Can Tho City,Ninh Kieu District,15,280,266,14,0
2021-12-27,Can Tho City,Ninh Kieu District,16,352,336,16,0
2021-12-27,Can Tho City,Ninh Kieu District,17,453,429,24,0
2021-12-27,Can Tho City,Ninh Kieu District,18,489,464,25,0
2021-12-27,Can Tho City,Ninh Kieu District,19,427,396,31,0
2021-12-27,Can Tho City,Ninh Kieu District,20,278,254,24,1
2021-12-27,Can Tho City,Ninh Kieu District,21,180,151,29,0
2021-12-27,Can Tho City,Ninh Kieu District,22,7,5,2,0
2021-12-27,Can Tho City,Ninh Kieu District,23,3,3,0,0
2021-12-27,Dong Nai,Bien Hoa City,5,2,2,0,0
2021-12-27,Dong Nai,Bien Hoa City,6,40,27,13,8
2021-12-27,Dong Nai,Bien Hoa City,7,139,111,28,15
2021-12-27,Dong Nai,Bien Hoa City,8,254,224,30,8
2021-12-27,Dong Nai,Bien Hoa City,9,345,303,42,8
2021-12-27,Dong Nai,Bien Hoa City,10,606,565,41,10
2021-12-27,Dong Nai,Bien Hoa City,11,979,855,124,40
2021-12-27,Dong Nai,Bien Hoa City,12,768,698,70,8
2021-12-27,Dong Nai,Bien Hoa City,13,670,630,40,7
2021-12-27,Dong Nai,Bien Hoa City,14,607,554,53,11
2021-12-27,Dong Nai,Bien Hoa City,15,470,437,33,8
2021-12-27,Dong Nai,Bien Hoa City,16,454,422,32,5
2021-12-27,Dong Nai,Bien Hoa City,17,532,491,41,2
2021-12-27,Dong Nai,Bien Hoa City,18,598,539,59,4
2021-12-27,Dong Nai,Bien Hoa City,19,542,493,49,11
2021-12-27,Dong Nai,Bien Hoa City,20,437,348,89,37
2021-12-27,Dong Nai,Bien Hoa City,21,226,141,85,51
2021-12-27,Dong Nai,Bien Hoa City,22,3,1,2,0
2021-12-27,Dong Nai,Bien Hoa City,23,4,2,2,1
2021-12-27,Dong Nai,Long Thanh,8,4,0,4,3
2021-12-27,Dong Nai,Long Thanh,9,4,0,4,3
2021-12-27,Dong Nai,Long Thanh,10,5,0,5,4
2021-12-27,Dong Nai,Long Thanh,11,1,0,1,1
2021-12-27,Dong Nai,Long Thanh,13,1,0,1,1
2021-12-27,Dong Nai,Long Thanh,15,2,0,2,2
2021-12-27,Dong Nai,Long Thanh,19,1,0,1,1
2021-12-27,Dong Nai,Long Thanh,21,1,0,1,0
2021-12-27,Dong Nai,Thong Nhat,10,1,1,0,0
2021-12-27,Dong Nai,Thong Nhat,12,1,1,0,0
2021-12-27,Dong Nai,Thong Nhat,13,3,3,0,0
2021-12-27,Dong Nai,Thong Nhat,16,1,1,0,0
2021-12-27,Dong Nai,Thong Nhat,19,1,1,0,0
2021-12-27,Dong Nai,Trang Bom,13,3,0,3,3
2021-12-27,Dong Nai,Trang Bom,15,2,0,2,2
2021-12-27,Dong Nai,Trang Bom,17,1,0,1,1
2021-12-27,Hai Phong City,An Duong,7,2,0,2,2
2021-12-27,Hai Phong City,An Duong,8,1,0,1,1
2021-12-27,Hai Phong City,An Duong,9,3,2,1,0
2021-12-27,Hai Phong City,An Duong,10,3,3,0,0
2021-12-27,Hai Phong City,An Duong,11,1,1,0,0
2021-12-27,Hai Phong City,An Duong,13,2,1,1,1
2021-12-27,Hai Phong City,An Duong,15,3,2,1,1
2021-12-27,Hai Phong City,An Duong,17,1,1,0,0
2021-12-27,Hai Phong City,An Duong,20,1,1,0,0
2021-12-27,Hai Phong City,An Lao,15,2,0,2,1
2021-12-27,Hai Phong City,Do Son District,9,1,0,1,1
2021-12-27,Hai Phong City,Do Son District,10,1,0,1,1
2021-12-27,Hai Phong City,Hai An District,7,11,6,5,3
2021-12-27,Hai Phong City,Hai An District,8,12,10,2,0
2021-12-27,Hai Phong City,Hai An District,9,11,9,2,0
2021-12-27,Hai Phong City,Hai An District,10,26,23,3,0
2021-12-27,Hai Phong City,Hai An District,11,58,54,4,1
2021-12-27,Hai Phong City,Hai An District,12,23,22,1,0
2021-12-27,Hai Phong City,Hai An District,13,15,14,1,0
2021-12-27,Hai Phong City,Hai An District,14,13,12,1,0
2021-12-27,Hai Phong City,Hai An District,15,28,21,7,2
2021-12-27,Hai Phong City,Hai An District,16,42,32,10,0
2021-12-27,Hai Phong City,Hai An District,17,24,19,5,1
2021-12-27,Hai Phong City,Hai An District,18,30,23,7,3
2021-12-27,Hai Phong City,Hai An District,19,32,24,8,2
2021-12-27,Hai Phong City,Hai An District,20,17,12,5,0
2021-12-27,Hai Phong City,Hai An District,21,17,11,6,1
2021-12-27,Hai Phong City,Hong Bang District,3,1,1,0,0
2021-12-27,Hai Phong City,Hong Bang District,7,22,13,9,8
2021-12-27,Hai Phong City,Hong Bang District,8,42,29,13,6
2021-12-27,Hai Phong City,Hong Bang District,9,41,36,5,1
2021-12-27,Hai Phong City,Hong Bang District,10,58,50,8,0
2021-12-27,Hai Phong City,Hong Bang District,11,124,102,22,8
2021-12-27,Hai Phong City,Hong Bang District,12,68,58,10,3
2021-12-27,Hai Phong City,Hong Bang District,13,36,35,1,1
2021-12-27,Hai Phong City,Hong Bang District,14,54,51,3,0
2021-12-27,Hai Phong City,Hong Bang District,15,47,44,3,2
2021-12-27,Hai Phong City,Hong Bang District,16,56,47,9,3
2021-12-27,Hai Phong City,Hong Bang District,17,54,42,12,2
2021-12-27,Hai Phong City,Hong Bang District,18,63,59,4,1
2021-12-27,Hai Phong City,Hong Bang District,19,80,64,16,6
2021-12-27,Hai Phong City,Hong Bang District,20,46,37,9,7
2021-12-27,Hai Phong City,Hong Bang District,21,19,13,6,3
2021-12-27,Hai Phong City,Kien An District,8,4,0,4,3
2021-12-27,Hai Phong City,Kien An District,9,9,4,5,4
2021-12-27,Hai Phong City,Kien An District,10,4,2,2,1
2021-12-27,Hai Phong City,Kien An District,11,14,10,4,3
2021-12-27,Hai Phong City,Kien An District,12,7,5,2,0
2021-12-27,Hai Phong City,Kien An District,13,6,4,2,0
2021-12-27,Hai Phong City,Kien An District,14,2,2,0,0
2021-12-27,Hai Phong City,Kien An District,15,10,10,0,0
2021-12-27,Hai Phong City,Kien An District,16,9,2,7,6
2021-12-27,Hai Phong City,Kien An District,17,8,5,3,2
2021-12-27,Hai Phong City,Kien An District,18,9,4,5,4
2021-12-27,Hai Phong City,Kien An District,19,6,4,2,2
2021-12-27,Hai Phong City,Kien An District,20,5,3,2,2
2021-12-27,Hai Phong City,Kien An District,21,3,2,1,1
2021-12-27,Hai Phong City,Le Chan District,0,3,1,2,1
2021-12-27,Hai Phong City,Le Chan District,2,1,0,1,0
2021-12-27,Hai Phong City,Le Chan District,4,1,0,1,0
2021-12-27,Hai Phong City,Le Chan District,5,1,1,0,0
2021-12-27,Hai Phong City,Le Chan District,6,7,1,6,3
2021-12-27,Hai Phong City,Le Chan District,7,54,23,31,17
2021-12-27,Hai Phong City,Le Chan District,8,113,83,30,16
2021-12-27,Hai Phong City,Le Chan District,9,83,75,8,0
2021-12-27,Hai Phong City,Le Chan District,10,172,149,23,2
2021-12-27,Hai Phong City,Le Chan District,11,320,283,37,20
2021-12-27,Hai Phong City,Le Chan District,12,227,206,21,4
2021-12-27,Hai Phong City,Le Chan District,13,116,113,3,0
2021-12-27,Hai Phong City,Le Chan District,14,146,133,13,0
2021-12-27,Hai Phong City,Le Chan District,15,205,177,28,4
2021-12-27,Hai Phong City,Le Chan District,16,206,177,29,6
2021-12-27,Hai Phong City,Le Chan District,17,244,213,31,3
2021-12-27,Hai Phong City,Le Chan District,18,250,224,26,9
2021-12-27,Hai Phong City,Le Chan District,19,218,187,31,3
2021-12-27,Hai Phong City,Le Chan District,20,151,130,21,11
2021-12-27,Hai Phong City,Le Chan District,21,98,62,36,13
2021-12-27,Hai Phong City,Le Chan District,22,1,1,0,0
2021-12-27,Hai Phong City,Ngo Quyen District,0,2,0,2,2
2021-12-27,Hai Phong City,Ngo Quyen District,1,1,1,0,0
2021-12-27,Hai Phong City,Ngo Quyen District,3,1,0,1,0
2021-12-27,Hai Phong City,Ngo Quyen District,7,29,14,15,9
2021-12-27,Hai Phong City,Ngo Quyen District,8,96,63,33,23
2021-12-27,Hai Phong City,Ngo Quyen District,9,89,81,8,1
2021-12-27,Hai Phong City,Ngo Quyen District,10,90,77,13,1
2021-12-27,Hai Phong City,Ngo Quyen District,11,258,226,32,11
2021-12-27,Hai Phong City,Ngo Quyen District,12,198,179,19,1
2021-12-27,Hai Phong City,Ngo Quyen District,13,120,114,6,2
2021-12-27,Hai Phong City,Ngo Quyen District,14,121,100,21,2
2021-12-27,Hai Phong City,Ngo Quyen District,15,175,153,22,9
2021-12-27,Hai Phong City,Ngo Quyen District,16,170,144,26,5
2021-12-27,Hai Phong City,Ngo Quyen District,17,167,141,26,6
2021-12-27,Hai Phong City,Ngo Quyen District,18,190,162,28,7
2021-12-27,Hai Phong City,Ngo Quyen District,19,169,148,21,1
2021-12-27,Hai Phong City,Ngo Quyen District,20,146,119,27,11
2021-12-27,Hai Phong City,Ngo Quyen District,21,91,52,39,18
2021-12-27,Hai Phong City,Ngo Quyen District,22,1,1,0,0
2021-12-27,Hai Phong City,Ngo Quyen District,23,1,0,1,1
2021-12-27,Hai Phong City,Thuy Nguyen,5,1,0,1,0
2021-12-27,Hai Phong City,Thuy Nguyen,8,1,0,1,1
2021-12-27,Hai Phong City,Thuy Nguyen,10,1,0,1,1
2021-12-27,Hai Phong City,Thuy Nguyen,12,1,0,1,1
2021-12-27,Hai Phong City,Thuy Nguyen,13,1,0,1,1
2021-12-27,Hai Phong City,Thuy Nguyen,15,2,0,2,2
2021-12-27,Hai Phong City,Thuy Nguyen,16,2,1,1,1
2021-12-27,Hai Phong City,Thuy Nguyen,19,2,0,2,2
2021-12-27,Hai Phong City,Thuy Nguyen,20,2,0,2,2
2021-12-27,Hue City,Hue City,0,10,7,3,0
2021-12-27,Hue City,Hue City,1,6,3,3,0
2021-12-27,Hue City,Hue City,2,2,1,1,0
2021-12-27,Hue City,Hue City,3,1,0,1,0
2021-12-27,Hue City,Hue City,4,2,1,1,0
2021-12-27,Hue City,Hue City,6,61,51,10,2
2021-12-27,Hue City,Hue City,7,254,227,27,0
2021-12-27,Hue City,Hue City,8,407,375,32,3
2021-12-27,Hue City,Hue City,9,337,308,29,1
2021-12-27,Hue City,Hue City,10,382,362,20,1
2021-12-27,Hue City,Hue City,11,733,695,38,0
2021-12-27,Hue City,Hue City,12,462,431,31,0
2021-12-27,Hue City,Hue City,13,397,368,29,3
2021-12-27,Hue City,Hue City,14,406,378,28,3
2021-12-27,Hue City,Hue City,15,531,495,36,3
2021-12-27,Hue City,Hue City,16,583,535,48,10
2021-12-27,Hue City,Hue City,17,687,629,58,11
2021-12-27,Hue City,Hue City,18,741,683,58,13
2021-12-27,Hue City,Hue City,19,684,599,85,16
2021-12-27,Hue City,Hue City,20,542,457,85,20
2021-12-27,Hue City,Hue City,21,238,217,21,4
2021-12-27,Hue City,Hue City,22,6,0,6,3
2021-12-27,Hue City,Hue City,23,5,2,3,2
2021-12-27,Hue City,Huong Thuy,8,1,1,0,0
2021-12-27,Hue City,Huong Thuy,9,1,0,1,0
2021-12-27,Hue City,Huong Thuy,14,1,1,0,0
2021-12-27,Hue City,Huong Thuy,17,3,1,2,1
2021-12-27,Hue City,Huong Thuy,18,2,2,0,0
2021-12-27,Hue City,Huong Thuy,19,2,2,0,0
2021-12-27,Hue City,Huong Thuy,20,1,1,0,0
2021-12-27,Hue City,Huong Thuy,21,1,0,1,0
2021-12-27,Hue City,Phu Vang,7,1,1,0,0
2021-12-27,Hue City,Phu Vang,8,1,1,0,0
2021-12-27,Hue City,Phu Vang,9,3,2,1,0
2021-12-27,Hue City,Phu Vang,13,1,1,0,0
2021-12-27,Hue City,Phu Vang,16,3,3,0,0
2021-12-27,Hue City,Phu Vang,18,1,1,0,0
2021-12-27,Hue City,Phu Vang,19,1,1,0,0
2021-12-27,Hue City,Phu Vang,20,2,1,1,1
2021-12-27,Hue City,Phu Vang,21,1,1,0,0
2021-12-27,Vung Tau,Ba Ria City,7,1,1,0,0
2021-12-27,Vung Tau,Ba Ria City,8,4,1,3,2
2021-12-27,Vung Tau,Ba Ria City,9,2,2,0,0
2021-12-27,Vung Tau,Ba Ria City,10,10,5,5,5
2021-12-27,Vung Tau,Ba Ria City,11,9,4,5,5
2021-12-27,Vung Tau,Ba Ria City,12,4,1,3,3
2021-12-27,Vung Tau,Ba Ria City,13,12,4,8,8
2021-12-27,Vung Tau,Ba Ria City,14,10,6,4,3
2021-12-27,Vung Tau,Ba Ria City,15,9,7,2,2
2021-12-27,Vung Tau,Ba Ria City,16,4,3,1,0
2021-12-27,Vung Tau,Ba Ria City,17,5,4,1,1
2021-12-27,Vung Tau,Ba Ria City,18,5,4,1,0
2021-12-27,Vung Tau,Ba Ria City,19,2,1,1,1
2021-12-27,Vung Tau,Ba Ria City,20,2,0,2,2
2021-12-27,Vung Tau,Tan Thanh,9,1,0,1,1
2021-12-27,Vung Tau,Tan Thanh,11,1,0,1,1
2021-12-27,Vung Tau,Vung Tau City,0,3,3,0,0
2021-12-27,Vung Tau,Vung Tau City,1,1,1,0,0
2021-12-27,Vung Tau,Vung Tau City,2,2,2,0,0
2021-12-27,Vung Tau,Vung Tau City,6,53,42,11,3
2021-12-27,Vung Tau,Vung Tau City,7,119,108,11,2
2021-12-27,Vung Tau,Vung Tau City,8,172,159,13,0
2021-12-27,Vung Tau,Vung Tau City,9,177,169,8,0
2021-12-27,Vung Tau,Vung Tau City,10,234,214,20,0
2021-12-27,Vung Tau,Vung Tau City,11,367,348,19,1
2021-12-27,Vung Tau,Vung Tau City,12,297,281,16,3
2021-12-27,Vung Tau,Vung Tau City,13,219,188,31,5
2021-12-27,Vung Tau,Vung Tau City,14,241,221,20,1
2021-12-27,Vung Tau,Vung Tau City,15,235,220,15,0
2021-12-27,Vung Tau,Vung Tau City,16,209,199,10,0
2021-12-27,Vung Tau,Vung Tau City,17,262,240,22,2
2021-12-27,Vung Tau,Vung Tau City,18,313,286,27,4
2021-12-27,Vung Tau,Vung Tau City,19,215,204,11,0
2021-12-27,Vung Tau,Vung Tau City,20,157,143,14,2
2021-12-27,Vung Tau,Vung Tau City,21,94,77,17,5
2021-12-27,Vung Tau,Vung Tau City,22,3,3,0,0
2021-12-27,Vung Tau,Vung Tau City,23,4,1,3,0
2021-12-28,Binh Duong,Ben Cat,17,1,1,0,0
2021-12-28,Binh Duong,Di An,4,1,0,1,0
2021-12-28,Binh Duong,Di An,7,1,0,1,1
2021-12-28,Binh Duong,Di An,8,6,3,3,3
2021-12-28,Binh Duong,Di An,9,6,2,4,1
2021-12-28,Binh Duong,Di An,10,15,10,5,1
2021-12-28,Binh Duong,Di An,11,16,13,3,0
2021-12-28,Binh Duong,Di An,12,13,5,8,6
2021-12-28,Binh Duong,Di An,13,17,8,9,8
2021-12-28,Binh Duong,Di An,14,20,15,5,3
2021-12-28,Binh Duong,Di An,15,11,7,4,3
2021-12-28,Binh Duong,Di An,16,16,9,7,5
2021-12-28,Binh Duong,Di An,17,6,2,4,3
2021-12-28,Binh Duong,Di An,18,19,0,19,18
2021-12-28,Binh Duong,Di An,19,20,3,17,17
2021-12-28,Binh Duong,Di An,20,15,3,12,10
2021-12-28,Binh Duong,Di An,21,2,0,2,2
2021-12-28,Binh Duong,Di An,22,1,0,1,0
2021-12-28,Binh Duong,Tan Uyen,10,1,0,1,1
2021-12-28,Binh Duong,Tan Uyen,11,3,2,1,0
2021-12-28,Binh Duong,Tan Uyen,12,1,1,0,0
2021-12-28,Binh Duong,Tan Uyen,13,1,0,1,1
2021-12-28,Binh Duong,Tan Uyen,14,1,0,1,1
2021-12-28,Binh Duong,Tan Uyen,16,1,1,0,0
2021-12-28,Binh Duong,Tan Uyen,17,2,0,2,1
2021-12-28,Binh Duong,Tan Uyen,20,1,0,1,1
2021-12-28,Binh Duong,Thu Dau Mot Town,1,1,1,0,0
2021-12-28,Binh Duong,Thu Dau Mot Town,2,1,0,1,0
2021-12-28,Binh Duong,Thu Dau Mot Town,3,1,1,0,0
2021-12-28,Binh Duong,Thu Dau Mot Town,5,3,1,2,1
2021-12-28,Binh Duong,Thu Dau Mot Town,6,43,35,8,6
2021-12-28,Binh Duong,Thu Dau Mot Town,7,135,121,14,5
2021-12-28,Binh Duong,Thu Dau Mot Town,8,209,200,9,1
2021-12-28,Binh Duong,Thu Dau Mot Town,9,215,197,18,6
2021-12-28,Binh Duong,Thu Dau Mot Town,10,324,304,20,2
2021-12-28,Binh Duong,Thu Dau Mot Town,11,581,536,45,5
2021-12-28,Binh Duong,Thu Dau Mot Town,12,419,396,23,1
2021-12-28,Binh Duong,Thu Dau Mot Town,13,353,341,12,5
2021-12-28,Binh Duong,Thu Dau Mot Town,14,308,284,24,5
2021-12-28,Binh Duong,Thu Dau Mot Town,15,296,274,22,2
2021-12-28,Binh Duong,Thu Dau Mot Town,16,290,264,26,5
2021-12-28,Binh Duong,Thu Dau Mot Town,17,334,312,22,4
2021-12-28,Binh Duong,Thu Dau Mot Town,18,350,327,23,9
2021-12-28,Binh Duong,Thu Dau Mot Town,19,317,289,28,5
2021-12-28,Binh Duong,Thu Dau Mot Town,20,209,198,11,2
2021-12-28,Binh Duong,Thu Dau Mot Town,21,92,75,17,2
2021-12-28,Binh Duong,Thu Dau Mot Town,22,2,2,0,0
2021-12-28,Binh Duong,Thu Dau Mot Town,23,1,0,1,0
2021-12-28,Binh Duong,Thuan An,6,3,1,2,2
2021-12-28,Binh Duong,Thuan An,7,2,1,1,1
2021-12-28,Binh Duong,Thuan An,8,14,5,9,7
2021-12-28,Binh Duong,Thuan An,9,30,9,21,19
2021-12-28,Binh Duong,Thuan An,10,74,39,35,31
2021-12-28,Binh Duong,Thuan An,11,83,50,33,28
2021-12-28,Binh Duong,Thuan An,12,51,42,9,6
2021-12-28,Binh Duong,Thuan An,13,41,30,11,9
2021-12-28,Binh Duong,Thuan An,14,41,27,14,11
2021-12-28,Binh Duong,Thuan An,15,56,32,24,18
2021-12-28,Binh Duong,Thuan An,16,29,18,11,8
2021-12-28,Binh Duong,Thuan An,17,34,23,11,7
2021-12-28,Binh Duong,Thuan An,18,44,21,23,18
2021-12-28,Binh Duong,Thuan An,19,31,26,5,3
2021-12-28,Binh Duong,Thuan An,20,21,8,13,12
2021-12-28,Binh Duong,Thuan An,21,12,3,9,6
2021-12-28,Binh Duong,Thuan An,22,1,0,1,0
2021-12-28,Binh Duong,Thuan An,23,1,1,0,0
2021-12-28,Can Tho City,Binh Thuy District,7,5,4,1,0
2021-12-28,Can Tho City,Binh Thuy District,8,2,2,0,0
2021-12-28,Can Tho City,Binh Thuy District,9,7,7,0,0
2021-12-28,Can Tho City,Binh Thuy District,10,8,8,0,0
2021-12-28,Can Tho City,Binh Thuy District,11,10,9,1,0
2021-12-28,Can Tho City,Binh Thuy District,12,12,12,0,0
2021-12-28,Can Tho City,Binh Thuy District,13,13,13,0,0
2021-12-28,Can Tho City,Binh Thuy District,14,9,9,0,0
2021-12-28,Can Tho City,Binh Thuy District,15,6,5,1,0
2021-12-28,Can Tho City,Binh Thuy District,16,14,14,0,0
2021-12-28,Can Tho City,Binh Thuy District,17,10,10,0,0
2021-12-28,Can Tho City,Binh Thuy District,18,7,7,0,0
2021-12-28,Can Tho City,Binh Thuy District,19,4,4,0,0
2021-12-28,Can Tho City,Binh Thuy District,20,6,5,1,0
2021-12-28,Can Tho City,Binh Thuy District,21,2,1,1,1
2021-12-28,Can Tho City,Cai Rang District,7,4,4,0,0
2021-12-28,Can Tho City,Cai Rang District,8,3,2,1,1
2021-12-28,Can Tho City,Cai Rang District,9,10,10,0,0
2021-12-28,Can Tho City,Cai Rang District,10,8,7,1,1
2021-12-28,Can Tho City,Cai Rang District,11,13,13,0,0
2021-12-28,Can Tho City,Cai Rang District,12,10,9,1,0
2021-12-28,Can Tho City,Cai Rang District,13,10,9,1,0
2021-12-28,Can Tho City,Cai Rang District,14,7,6,1,0
2021-12-28,Can Tho City,Cai Rang District,15,11,9,2,1
2021-12-28,Can Tho City,Cai Rang District,16,5,5,0,0
2021-12-28,Can Tho City,Cai Rang District,17,7,7,0,0
2021-12-28,Can Tho City,Cai Rang District,18,7,6,1,0
2021-12-28,Can Tho City,Cai Rang District,19,13,11,2,0
2021-12-28,Can Tho City,Cai Rang District,20,8,7,1,0
2021-12-28,Can Tho City,Cai Rang District,21,5,3,2,1
2021-12-28,Can Tho City,Ninh Kieu District,0,2,1,1,0
2021-12-28,Can Tho City,Ninh Kieu District,1,7,5,2,0
2021-12-28,Can Tho City,Ninh Kieu District,2,3,3,0,0
2021-12-28,Can Tho City,Ninh Kieu District,4,2,2,0,0
2021-12-28,Can Tho City,Ninh Kieu District,5,1,1,0,0
2021-12-28,Can Tho City,Ninh Kieu District,6,46,44,2,0
2021-12-28,Can Tho City,Ninh Kieu District,7,146,137,9,0
2021-12-28,Can Tho City,Ninh Kieu District,8,242,228,14,0
2021-12-28,Can Tho City,Ninh Kieu District,9,270,256,14,0
