created_date,pick_city_name,bad_weather_order,A1,total_submitted,total_delivered,cancelled_quit,cnd,incharge_period,completion_time,peak3,stack,30 days from created_date,A30,%peak3,%stack,%cnd,%g2n,%bw,cancel_by_mex_users
2022-03-13,Can Tho City,0,356,6908,6388,520,58,0.46748327889251823,21.208547942354716,188,239,2022-02-11,928.0,0.02721482339316734,0.03459756803705848,0.008396062536189925,0.9247249565720903,0.0,462
2022-03-13,Dong Nai,638,451,10077,7699,2378,1405,2.785483804329863,28.591375005381202,5802,1468,2022-02-11,1136.0,0.5757665972015481,0.14567827726505905,0.13942641659223975,0.7640170685719956,0.06331249379775727,973
2022-03-13,Hai Phong City,0,346,5708,4424,1284,681,3.337358276643991,30.871501616662908,3298,1711,2022-02-11,1060.0,0.5777855641205326,0.2997547302032235,0.1193062368605466,0.775052557813595,0.0,603
2022-03-13,Hue City,0,388,6465,5960,505,32,0.38982508414721617,20.231337576062078,0,335,2022-02-11,915.0,0.0,0.051817478731631866,0.004949729311678267,0.9218870843000774,0.0,473
2022-03-13,Vung Tau,0,150,3926,3331,595,293,1.0477446150874141,19.362672258837627,922,311,2022-02-11,313.0,0.2348446255731024,0.07921548650025471,0.07463066734589914,0.848446255731024,0.0,302
2022-03-14,Binh Duong,1201,320,5478,4454,1024,641,1.2964646464646463,22.605416200074654,1126,690,2022-02-12,1269.0,0.20554947060971157,0.12595837897042717,0.11701350857977363,0.8130704636728733,0.21924059875867105,383
2022-03-14,Can Tho City,0,415,6553,6172,381,30,0.3001416122004357,21.548698253557568,220,145,2022-02-12,922.0,0.03357240958339692,0.022127269952693422,0.0045780558522813975,0.9418586906760262,0.0,351
2022-03-14,Dong Nai,1998,475,8395,7061,1334,642,1.6254711384896188,25.18427269738387,499,1747,2022-02-12,1132.0,0.05944014294222752,0.20810005955926147,0.07647409172126265,0.8410958904109589,0.2379988088147707,692
2022-03-14,Hai Phong City,0,381,4632,3991,641,155,1.4555131264916468,28.14392955283537,372,1461,2022-02-12,1066.0,0.08031088082901554,0.31541450777202074,0.03346286701208981,0.8616148531951641,0.0,486
2022-03-14,Hue City,0,415,5916,5491,425,24,0.3147462650456662,17.930379324971216,16,301,2022-02-12,912.0,0.002704530087897228,0.0508789722785666,0.004056795131845842,0.9281609195402298,0.0,401
2022-03-14,Vung Tau,0,159,3344,2980,364,106,0.7140371102327624,19.114110292476,302,237,2022-02-12,314.0,0.090311004784689,0.0708732057416268,0.031698564593301434,0.8911483253588517,0.0,258
2022-03-15,Binh Duong,947,396,5669,4953,716,304,1.5519523998939273,23.920445561139026,694,840,2022-02-13,1278.0,0.12242017992591286,0.14817428117833834,0.053624977950255774,0.8736990650908449,0.1670488622331981,412
2022-03-15,Can Tho City,0,461,7220,6784,436,19,0.24532948033985374,21.657363030481232,0,230,2022-02-13,917.0,0.0,0.03185595567867036,0.002631578947368421,0.939612188365651,0.0,417
2022-03-15,Dong Nai,1088,539,8157,7126,1031,290,1.5639226670310151,26.722200457068233,91,2508,2022-02-13,1143.0,0.01115606227779821,0.3074659801397573,0.035552286379796495,0.8736054922152752,0.13338237096971925,741
2022-03-15,Hai Phong City,299,438,4889,4317,572,91,1.468137146235129,28.940294774109134,275,1398,2022-02-13,1073.0,0.05624872161996318,0.28594804663530377,0.018613213336060544,0.8830026590304766,0.061157700961341786,481
2022-03-15,Hue City,0,449,6123,5673,450,16,0.30726058037553705,19.1989225529916,21,329,2022-02-13,910.0,0.0034296913277804997,0.053731830801894497,0.0026130981544994283,0.9265066144047036,0.0,434
2022-03-15,Vung Tau,0,169,3235,2948,287,59,0.45411204481792716,18.962198149401942,96,140,2022-02-13,310.0,0.029675425038639878,0.04327666151468315,0.018238021638330756,0.9112828438948996,0.0,228
2022-03-16,Binh Duong,471,375,5424,4718,706,265,1.6045723933567637,22.31305250563063,627,790,2022-02-14,1278.0,0.11559734513274336,0.14564896755162243,0.04885693215339233,0.8698377581120944,0.0868362831858407,441
2022-03-16,Can Tho City,0,425,6996,6592,404,31,0.2815360229073988,20.731161065697847,32,244,2022-02-14,922.0,0.004574042309891366,0.03487707261292167,0.004431103487707261,0.9422527158376215,0.0,373
2022-03-16,Dong Nai,4,523,8019,7050,969,247,1.6111597973435574,24.91331118337339,432,2697,2022-02-14,1143.0,0.05387205387205387,0.3363262252151141,0.030801845616660432,0.8791619902731014,0.0004988153136301285,722
2022-03-16,Hai Phong City,1070,417,4579,4049,530,117,1.7884859294490685,30.606012814194184,570,1401,2022-02-14,1080.0,0.12448132780082988,0.30596200043677657,0.02555143044332824,0.8842542039746669,0.2336754749945403,413
2022-03-16,Hue City,0,455,6365,5938,427,29,0.3004866385372714,17.56175497617045,0,342,2022-02-14,904.0,0.0,0.05373134328358209,0.004556166535742341,0.9329143754909662,0.0,398
2022-03-16,Vung Tau,0,166,3111,2833,278,40,0.4448475289169295,19.02550540667607,25,151,2022-02-14,309.0,0.008036001285760206,0.04853744776599164,0.01285760205721633,0.9106396657023466,0.0,238
2022-03-17,Binh Duong,356,377,5585,4786,799,401,1.1496462585034013,22.30309593225045,472,845,2022-02-15,1280.0,0.08451208594449418,0.1512981199641898,0.07179946284691137,0.8569382273948075,0.06374216651745747,398
2022-03-17,Can Tho City,0,462,6935,6529,406,14,0.2406611869313482,20.046381461675576,115,278,2022-02-15,931.0,0.01658255227108868,0.040086517664023075,0.0020187454938716655,0.9414563806777217,0.0,392
2022-03-17,Dong Nai,4,519,8108,7047,1061,362,1.2425005719514985,24.774019053008864,201,2876,2022-02-15,1143.0,0.024790330537740504,0.3547113961519487,0.04464726196349285,0.8691415885545141,0.000493339911198816,699
2022-03-17,Hai Phong City,0,427,4412,3951,461,102,1.2989300008167932,27.302468823727672,78,1309,2022-02-15,1082.0,0.017679057116953764,0.29669084315503175,0.023118766999093383,0.8955122393472348,0.0,359
2022-03-17,Hue City,0,442,6210,5715,495,27,0.3018166637876432,17.397822416302763,2,306,2022-02-15,900.0,0.00032206119162640903,0.04927536231884058,0.004347826086956522,0.9202898550724637,0.0,468
2022-03-17,Vung Tau,0,175,3149,2862,287,38,0.4800022933149868,19.200807482281864,12,101,2022-02-15,310.0,0.003810733566211496,0.03207367418228009,0.012067322959669736,0.9088599555414417,0.0,249
2022-03-18,Binh Duong,0,387,5587,4814,773,390,1.0608538989734178,22.663149182702256,302,809,2022-02-16,1289.0,0.05405405405405406,0.14480042956864148,0.06980490424199033,0.861643100053696,0.0,383
2022-03-18,Can Tho City,161,430,6720,6360,360,14,0.2890072613558064,21.201865515436943,0,349,2022-02-16,936.0,0.0,0.05193452380952381,0.0020833333333333333,0.9464285714285714,0.023958333333333335,346
2022-03-18,Dong Nai,0,512,8138,7127,1011,334,1.3290257594277695,24.516615348728717,475,2993,2022-02-16,1152.0,0.058368149422462524,0.36778078151880067,0.04104202506758417,0.8757680019660851,0.0,677
2022-03-18,Hai Phong City,0,405,4864,4230,634,160,1.500386012715713,27.454692785776096,244,1521,2022-02-16,1081.0,0.05016447368421053,0.31270559210526316,0.03289473684210526,0.8696546052631579,0.0,474
2022-03-18,Hue City,1173,419,7025,6373,652,96,0.624054346147908,21.066716277612407,762,787,2022-02-16,899.0,0.10846975088967971,0.11202846975088968,0.013665480427046264,0.9071886120996441,0.16697508896797153,556
2022-03-18,Vung Tau,0,167,3222,2944,278,74,0.6131617317182593,19.380909604519776,129,163,2022-02-16,309.0,0.04003724394785847,0.05058969584109249,0.022967101179391682,0.9137181874612043,0.0,204
2022-03-19,Binh Duong,0,358,5962,4978,984,570,1.2017766830870278,22.67191067494492,535,724,2022-02-17,1298.0,0.0897349882589735,0.12143575981214358,0.09560550150956056,0.8349547131834955,0.0,414
2022-03-19,Can Tho City,0,399,6862,6495,367,30,0.2810064262023217,20.73320278503046,0,400,2022-02-17,928.0,0.0,0.05829204313611192,0.004371903235208394,0.9465170504226174,0.0,337
2022-03-19,Dong Nai,0,508,9332,7710,1622,853,1.8411785476902625,26.69468580294802,2369,3059,2022-02-17,1147.0,0.2538576939562795,0.32779682811830263,0.09140591513073296,0.8261894556365195,0.0,769
2022-03-19,Hai Phong City,0,438,5084,4391,693,207,1.522849170109444,29.081744590709636,343,1463,2022-02-17,1082.0,0.06746656176239181,0.28776553894571205,0.04071597167584579,0.8636900078678206,0.0,486
2022-03-19,Hue City,0,424,6403,5912,491,51,0.3388061782089885,18.797374197906112,15,316,2022-02-17,897.0,0.002342651881930345,0.049351866312665936,0.007965016398563174,0.9233171950648134,0.0,440
2022-03-19,Vung Tau,0,163,3578,3175,403,124,0.7342578325629172,18.9620725823369,376,230,2022-02-17,308.0,0.10508664058133035,0.06428172163219675,0.03465623253214086,0.8873672442705423,0.0,279
2022-03-20,Binh Duong,0,333,6133,4930,1203,741,1.75543343146876,23.62585137231101,2004,705,2022-02-18,1306.0,0.3267568889613566,0.11495189955975868,0.12082178379259742,0.8038480352193054,0.0,462
2022-03-20,Can Tho City,0,367,7223,6585,638,139,0.7940006052352853,22.218206837347875,1116,724,2022-02-18,921.0,0.15450643776824036,0.1002353592690018,0.01924408140661775,0.9116710508099127,0.0,499
2022-03-20,Dong Nai,283,407,9387,7169,2218,1357,2.286714234907086,28.419656576876793,6189,1887,2022-02-18,1146.0,0.6593160754234579,0.20102269095557687,0.1445616277831043,0.763715777138596,0.030148077127942898,861
2022-03-20,Hai Phong City,0,375,5550,4493,1057,460,1.9980700650304173,29.492051338955463,1861,1533,2022-02-18,1074.0,0.33531531531531533,0.2762162162162162,0.08288288288288288,0.8095495495495495,0.0,597
2022-03-20,Hue City,236,386,6706,5980,726,138,0.6218284289817373,19.33341947315772,1077,530,2022-02-18,893.0,0.16060244557113032,0.07903370116313749,0.020578586340590517,0.8917387414255891,0.03519236504622726,588
2022-03-20,Vung Tau,0,142,3862,3346,516,209,1.0836591771228479,20.133144447758227,1278,195,2022-02-18,306.0,0.3309166235111341,0.050491973070947695,0.0541170378042465,0.8663904712584153,0.0,307
2022-03-21,Binh Duong,0,374,5301,4419,882,485,1.103595211372989,21.684706856325732,832,727,2022-02-19,1304.0,0.15695151858139975,0.13714393510658365,0.09149217128843615,0.833616298811545,0.0,397
2022-03-21,Can Tho City,1821,395,6542,5899,643,209,0.6866881283180842,22.654723255551797,1277,565,2022-02-19,921.0,0.19520024457352492,0.08636502598593702,0.03194741669214308,0.9017120146744115,0.27835524304494036,434
2022-03-21,Dong Nai,428,480,7720,6647,1073,449,1.2968195986752384,24.64353394366902,235,2024,2022-02-19,1142.0,0.03044041450777202,0.2621761658031088,0.05816062176165803,0.8610103626943005,0.05544041450777202,624
2022-03-21,Hai Phong City,480,399,4315,3805,510,137,1.3100988342625444,25.984839751986726,227,1237,2022-02-19,1078.0,0.0526071842410197,0.2866743916570104,0.03174971031286211,0.8818076477404403,0.11123986095017381,373
2022-03-21,Hue City,0,418,6135,5659,476,45,0.3210464639362512,18.49940244907571,39,321,2022-02-19,889.0,0.006356968215158924,0.05232273838630807,0.007334963325183374,0.9224123879380604,0.0,431
2022-03-21,Vung Tau,0,176,2945,2634,311,77,0.6368696301830407,18.06105216622458,26,138,2022-02-19,306.0,0.008828522920203734,0.046859083191850594,0.026146010186757215,0.8943972835314091,0.0,234
2022-03-22,Binh Duong,1549,352,5248,4090,1158,737,1.8030878954498366,25.051285179762484,1750,649,2022-02-20,1297.0,0.3334603658536585,0.12366615853658537,0.1404344512195122,0.7793445121951219,0.29516006097560976,421
2022-03-22,Can Tho City,4357,400,7009,5929,1080,529,1.154780621062608,26.112854654755882,3116,537,2022-02-20,931.0,0.4445712655157654,0.07661577971179911,0.07547439006991012,0.845912398344985,0.6216293337137966,551
2022-03-22,Dong Nai,3681,510,7903,6067,1836,1028,1.8477078722731584,29.136798490318345,2591,1625,2022-02-20,1148.0,0.3278501834746299,0.20561811970137922,0.1300771858787802,0.7676831582943187,0.4657724914589396,808
2022-03-22,Hai Phong City,0,427,4530,3918,612,147,1.2399361806578302,26.23490470139771,152,1119,2022-02-20,1086.0,0.033554083885209716,0.24701986754966887,0.03245033112582781,0.8649006622516556,0.0,465
2022-03-22,Hue City,0,439,5783,5277,506,22,0.27435148545945603,17.597464522232734,0,236,2022-02-20,892.0,0.0,0.040809268545737507,0.003804253847484005,0.9125021615078679,0.0,484
2022-03-22,Vung Tau,0,159,2825,2556,269,43,0.5030095312704008,17.655996093749998,30,92,2022-02-20,307.0,0.010619469026548672,0.03256637168141593,0.015221238938053097,0.9047787610619469,0.0,226
2022-03-23,Binh Duong,49,391,5150,4444,706,335,1.2677952349339825,21.96796022132496,587,863,2022-02-21,1301.0,0.11398058252427185,0.1675728155339806,0.06504854368932039,0.8629126213592233,0.009514563106796117,371
2022-03-23,Can Tho City,57,457,6569,6126,443,26,0.21141712568853274,20.23171447196871,167,294,2022-02-21,943.0,0.02542243872735576,0.044755670573907745,0.003957984472522454,0.9325620337950982,0.00867711980514538,417
2022-03-23,Dong Nai,1509,518,7904,6528,1376,663,1.6264198807940495,28.012710399186368,1439,2101,2022-02-21,1148.0,0.1820597165991903,0.26581477732793524,0.08388157894736842,0.8259109311740891,0.190915991902834,713
2022-03-23,Hai Phong City,2149,387,4965,4053,912,400,1.7956181718148234,28.56810168101681,1387,1116,2022-02-21,1094.0,0.27935548841893254,0.22477341389728098,0.08056394763343404,0.8163141993957704,0.43282980866062437,512
2022-03-23,Hue City,1112,440,6599,6055,544,32,0.2831569081486382,17.66026106073097,27,330,2022-02-21,889.0,0.004091529019548417,0.05000757690559176,0.004849219578724049,0.9175632671616911,0.1685103803606607,512
2022-03-23,Vung Tau,0,173,2996,2699,297,77,0.5121427680019967,17.738146365543624,19,132,2022-02-21,306.0,0.006341789052069426,0.044058744993324434,0.02570093457943925,0.9008678237650201,0.0,220
2022-03-24,Binh Duong,0,399,5006,4367,639,251,0.9888324682163544,21.30453543187348,108,758,2022-02-22,1305.0,0.021574111066719935,0.1514182980423492,0.05013983220135837,0.8723531761885737,0.0,388
2022-03-24,Can Tho City,0,452,6283,5901,382,7,0.17657531855472156,20.97156183068425,0,248,2022-02-22,949.0,0.0,0.03947159000477479,0.0011141174598121915,0.9392010186216776,0.0,375
2022-03-24,Dong Nai,0,525,7810,6848,962,287,1.0601341707108194,23.52018847760614,30,1921,2022-02-22,1152.0,0.0038412291933418692,0.24596670934699102,0.03674775928297055,0.8768245838668374,0.0,675
2022-03-24,Hai Phong City,0,393,4525,3846,679,203,1.452363184079602,26.747197067701595,238,1094,2022-02-22,1090.0,0.05259668508287293,0.24176795580110497,0.04486187845303868,0.8499447513812155,0.0,476
2022-03-24,Hue City,0,432,5658,5186,472,39,0.29915215989684074,17.70586705202312,0,210,2022-02-22,887.0,0.0,0.03711558854718982,0.006892895015906681,0.9165782962177448,0.0,433
2022-03-24,Vung Tau,0,169,2928,2687,241,36,0.47240601503759394,17.277825225894293,5,121,2022-02-22,306.0,0.0017076502732240437,0.041325136612021855,0.012295081967213115,0.917691256830601,0.0,205
2022-03-25,Binh Duong,1,419,5255,4576,679,282,0.9963358003192571,21.825446817785526,130,816,2022-02-23,1321.0,0.024738344433872503,0.15528068506184586,0.05366317792578497,0.870789724072312,0.00019029495718363463,397
2022-03-25,Can Tho City,0,453,6706,6303,403,18,0.17900320147593463,21.52955133280549,21,254,2022-02-23,951.0,0.003131524008350731,0.037876528481956453,0.0026841634357291978,0.9399045630778408,0.0,385
2022-03-25,Dong Nai,238,512,8107,7055,1052,392,1.3756201014292302,25.70657442703186,500,2051,2022-02-23,1149.0,0.06167509559639817,0.2529912421364253,0.04835327494757617,0.8702355988651782,0.02935734550388553,660
2022-03-25,Hai Phong City,0,424,4810,4123,687,184,1.3574246660453557,29.20922388781431,313,1234,2022-02-23,1086.0,0.06507276507276508,0.25654885654885656,0.038253638253638256,0.8571725571725571,0.0,503
2022-03-25,Hue City,226,412,6908,6332,576,43,0.4292061736198904,21.383877669085937,193,598,2022-02-23,883.0,0.027938621887666475,0.08656629994209612,0.006224667052692531,0.9166184134337001,0.03271569195136074,533
2022-03-25,Vung Tau,0,169,3083,2787,296,71,0.503970253088641,17.82557862085421,17,137,2022-02-23,306.0,0.005514109633473889,0.04443723645799546,0.023029516704508597,0.9039896204995135,0.0,225
2022-03-26,Binh Duong,0,403,5530,4838,692,330,1.0403620218579235,22.04603354643569,177,855,2022-02-24,1313.0,0.03200723327305606,0.1546112115732369,0.059674502712477394,0.874864376130199,0.0,362
2022-03-26,Can Tho City,0,443,6672,6298,374,6,0.1670983058163375,20.511563655573163,0,242,2022-02-24,948.0,0.0,0.03627098321342925,0.0008992805755395684,0.9439448441247003,0.0,368
2022-03-26,Dong Nai,0,536,8889,7494,1395,696,1.4326035812312117,26.157643876917618,1503,2160,2022-02-24,1143.0,0.1690853864326696,0.24299696253796826,0.07829902126223422,0.8430644616942288,0.0,699
2022-03-26,Hai Phong City,0,397,5467,4499,968,381,1.7700710417106282,27.697619574844996,874,1431,2022-02-24,1081.0,0.15986830071337113,0.2617523321748674,0.06969087250777392,0.8229376257545271,0.0,587
2022-03-26,Hue City,0,434,6509,5993,516,38,0.2886496900653375,18.699777740734564,31,273,2022-02-24,881.0,0.004762636349669688,0.041941926563220155,0.005838070364111231,0.9207251497925949,0.0,478
2022-03-26,Vung Tau,0,164,3913,3455,458,145,0.803788529439832,19.344940734316275,448,249,2022-02-24,307.0,0.11449016100178891,0.06363404037822643,0.03705596728852543,0.8829542550472783,0.0,313
2022-03-27,Binh Duong,375,366,5854,4948,906,473,1.2425604731525783,22.314432123655912,464,826,2022-02-25,1327.0,0.07926204304748889,0.1411001024940212,0.08079945336522036,0.8452340280150324,0.06405876323881107,433
2022-03-27,Can Tho City,0,367,6623,6171,452,35,0.3828186274509804,22.935535762483127,317,369,2022-02-25,938.0,0.04786350596406462,0.055714932809904874,0.00528461422316171,0.9317529820323116,0.0,417
2022-03-27,Dong Nai,0,423,9470,7380,2090,1253,2.1742860851505714,28.338654686303652,5968,1757,2022-02-25,1147.0,0.6302006335797254,0.18553326293558606,0.13231256599788807,0.7793030623020063,0.0,837
2022-03-27,Hai Phong City,0,317,5678,4060,1618,976,2.533321831147918,30.718260406424122,3395,1488,2022-02-25,1073.0,0.5979218034519197,0.26206410707995775,0.17189151109545614,0.7150405072208524,0.0,642
2022-03-27,Hue City,1121,385,7032,6073,959,295,0.6724834383583778,21.078248726794808,1797,445,2022-02-25,876.0,0.25554607508532423,0.06328213879408419,0.04195108077360637,0.8636234357224118,0.1594141069397042,664
2022-03-27,Vung Tau,0,157,4098,3438,660,298,1.1464255558682803,22.401582002902757,1134,303,2022-02-25,307.0,0.2767203513909224,0.0739385065885798,0.07271839921913129,0.8389458272327965,0.0,362
2022-03-28,Binh Duong,338,391,5159,4414,745,357,1.0875139477795135,22.46814689265537,415,782,2022-02-26,1328.0,0.0804419461135879,0.15157976352006203,0.06919945725915876,0.8555921690250049,0.06551657297925954,388
2022-03-28,Can Tho City,2099,427,6661,6189,472,61,0.411228385970654,23.61296953087216,226,459,2022-02-26,933.0,0.03392883951358655,0.06890857228644348,0.009157784116499024,0.9291397688034829,0.31511785017264676,411
2022-03-28,Dong Nai,3,487,7765,6692,1073,434,1.3400195217179112,25.632469209376243,804,2054,2022-02-26,1151.0,0.10354153251770766,0.2645202833226014,0.05589182227945911,0.8618158403090792,0.000386349001931745,639
2022-03-28,Hai Phong City,200,370,4242,3613,629,217,1.6040321157578965,27.139848275862068,598,1059,2022-02-26,1071.0,0.14097123998114097,0.24964639321074963,0.05115511551155116,0.8517208863743517,0.04714757190004715,412
2022-03-28,Hue City,702,421,5651,5130,521,32,0.28584643249886793,17.97178265940902,0,245,2022-02-26,877.0,0.0,0.04335515837904796,0.0056627145637940185,0.9078039285082287,0.1242258007432313,489
2022-03-28,Vung Tau,0,158,3219,2854,365,88,0.6430180180180181,18.071631701631702,185,154,2022-02-26,307.0,0.05747126436781609,0.04784094439266853,0.027337682510096304,0.8866107486797142,0.0,277
2022-03-29,Binh Duong,5,406,5047,4431,616,285,0.7452530462734543,21.15138888888889,117,576,2022-02-27,1340.0,0.023182088369328314,0.11412720427977016,0.05646918961759461,0.8779472954230236,0.0009906875371507827,331
2022-03-29,Can Tho City,202,460,6438,6084,354,16,0.17693692196931934,20.92148324312503,0,257,2022-02-27,936.0,0.0,0.039919229574401985,0.0024852438645542093,0.9450139794967382,0.03137620378999689,338
2022-03-29,Dong Nai,1370,542,7546,6749,797,183,0.746784738485558,22.732143385070213,25,1374,2022-02-27,1147.0,0.0033130135170951498,0.18208322289954942,0.024251258945136495,0.8943811290750067,0.1815531407368142,614
2022-03-29,Hai Phong City,140,390,4483,3887,596,146,1.3703408533594899,27.221060722521138,95,1127,2022-02-27,1064.0,0.02119116662948918,0.2513941556993085,0.03256747713584653,0.8670533125139416,0.031229087664510373,450
2022-03-29,Hue City,0,419,5724,5261,463,38,0.29259745127436276,18.629268678433604,0,264,2022-02-27,878.0,0.0,0.04612159329140461,0.006638714185883997,0.9191125087351503,0.0,425
2022-03-29,Vung Tau,0,167,2773,2544,229,29,0.4176617873651772,18.635299111807733,0,120,2022-02-27,303.0,0.0,0.0432744320230797,0.010457987738910927,0.9174179588892896,0.0,200
2022-03-30,Binh Duong,1,404,4999,4377,622,274,0.8309725945784927,21.410785876993163,180,482,2022-02-28,1339.0,0.03600720144028806,0.09641928385677136,0.05481096219243849,0.8755751150230046,0.00020004000800160032,348
2022-03-30,Can Tho City,0,435,6388,5993,395,17,0.1752562626760949,20.75533633033633,0,272,2022-02-28,943.0,0.0,0.042579837194740136,0.0026612398246712585,0.9381653099561679,0.0,378
2022-03-30,Dong Nai,318,550,7618,6766,852,280,0.797000770267668,24.2608305109704,146,1271,2022-02-28,1145.0,0.01916513520609084,0.1668416907324757,0.036755053819900234,0.8881596219480179,0.04174323969545812,572
2022-03-30,Hai Phong City,2576,392,4495,3822,673,238,1.4526147056374386,27.54504434011476,459,1147,2022-02-28,1057.0,0.1021134593993326,0.25517241379310346,0.052947719688542824,0.85027808676307,0.5730812013348164,435
2022-03-30,Hue City,0,438,6264,5764,500,34,0.26379242526410424,18.175517042172157,0,227,2022-02-28,876.0,0.0,0.03623882503192848,0.005427841634738187,0.9201787994891443,0.0,466
2022-03-30,Vung Tau,0,161,3100,2417,683,420,0.6445466666666666,18.323707370737072,577,188,2022-02-28,303.0,0.18612903225806451,0.06064516129032258,0.13548387096774195,0.7796774193548387,0.0,263
2022-03-31,Binh Duong,80,403,4894,4290,604,273,0.7870399939172749,21.305267441860465,78,333,2022-03-01,1340.0,0.015937883122190438,0.06804250102165918,0.055782590927666534,0.8765835717204741,0.016346546791990192,331
2022-03-31,Can Tho City,912,445,6407,5999,408,24,0.24893151882822317,22.11341145833333,97,309,2022-03-01,948.0,0.015139690963009208,0.048228500078039645,0.003745902918682691,0.9363196503823943,0.14234431090994226,384
2022-03-31,Dong Nai,951,540,7620,6749,871,285,1.0201378844855848,25.47844874255623,6,1144,2022-03-01,1148.0,0.0007874015748031496,0.15013123359580052,0.03740157480314961,0.8856955380577428,0.12480314960629921,586
2022-03-31,Hai Phong City,0,423,4521,3908,613,217,1.4238498690242305,26.645066292707803,154,1008,2022-03-01,1048.0,0.0340632603406326,0.22295952222959523,0.04799823047998231,0.8644105286441053,0.0,396
2022-03-31,Hue City,5018,383,7423,6587,836,117,0.6153545019573727,21.395040404040405,1137,601,2022-03-01,871.0,0.15317257173649468,0.08096456958103193,0.01576182136602452,0.8873770712649872,0.6760070052539404,719
2022-03-31,Vung Tau,0,166,2868,2602,266,40,0.4521918321468714,17.66103862880532,9,129,2022-03-01,303.0,0.0031380753138075313,0.04497907949790795,0.01394700139470014,0.907252440725244,0.0,226
2022-04-01,Binh Duong,0,411,5146,4538,608,254,0.7654326302195437,21.917933509080257,111,520,2022-03-02,1341.0,0.021570151574038087,0.10104935872522347,0.049358725223474544,0.881849980567431,0.0,354
2022-04-01,Can Tho City,1124,471,6706,6258,448,21,0.21290675844806006,20.65025796500186,18,306,2022-03-02,957.0,0.0026841634357291978,0.045630778407396363,0.003131524008350731,0.9331941544885177,0.16761109454220102,427
2022-04-01,Dong Nai,0,518,7969,7041,928,310,1.029536768430262,25.333782187573828,81,1425,2022-03-02,1143.0,0.010164386999623541,0.17881791943782155,0.038900740368929605,0.8835487514117204,0.0,618
2022-04-01,Hai Phong City,4826,387,5127,4290,837,299,1.9269456681350956,30.19364747756113,1240,1275,2022-03-02,1041.0,0.2418568363565438,0.248683440608543,0.058318704895650476,0.8367466354593329,0.9412912034328067,538
2022-04-01,Hue City,8667,395,8916,7284,1632,538,1.5459111054291315,25.342891049340455,4240,621,2022-03-02,871.0,0.47554957379991025,0.06965006729475101,0.060340960071781066,0.8169582772543742,0.9720726783310901,1094
2022-04-01,Vung Tau,0,150,3150,2797,353,91,0.6959839357429719,19.058645498870256,272,255,2022-03-02,302.0,0.08634920634920636,0.08095238095238096,0.028888888888888888,0.8879365079365079,0.0,262
2022-04-02,Binh Duong,0,410,5398,4802,596,261,0.7319640302472921,20.760395010395012,129,532,2022-03-03,1339.0,0.023897739903668024,0.09855502037791775,0.04835124120044461,0.8895887365690996,0.0,335
2022-04-02,Can Tho City,0,480,6748,6340,408,14,0.16963691219309193,20.6725991813602,0,286,2022-03-03,960.0,0.0,0.04238292827504446,0.002074688796680498,0.939537640782454,0.0,394
2022-04-02,Dong Nai,0,528,8439,7332,1107,420,1.0159832451499118,26.546084159985504,335,1447,2022-03-03,1150.0,0.039696646522099775,0.17146581348501008,0.049768929968005686,0.8688233202986135,0.0,687
2022-04-02,Hai Phong City,0,406,5485,4577,908,339,1.7200871414848358,28.776182702075168,763,1502,2022-03-03,1032.0,0.13910665451230628,0.27383773928896993,0.0618049225159526,0.834457611668186,0.0,569
2022-04-02,Hue City,8229,421,8541,7200,1341,382,0.9051418901327779,24.930170620058263,3237,596,2022-03-03,867.0,0.3789954337899543,0.06978105608242595,0.04472544198571596,0.8429926238145417,0.9634703196347032,959
2022-04-02,Vung Tau,0,172,3617,3266,351,61,0.5216042096980427,18.94920634920635,39,233,2022-03-03,301.0,0.010782416367155101,0.06441802598838817,0.016864805087088746,0.9029582526956041,0.0,290
2022-04-03,Binh Duong,1053,389,6333,5011,1322,865,1.296241766757071,22.554539416882513,1411,648,2022-03-04,1340.0,0.22280120006316123,0.10232117479867361,0.13658613611242698,0.7912521711669035,0.1662719090478446,457
2022-04-03,Can Tho City,1130,435,6917,6470,447,41,0.2952937283648951,20.464431771475546,83,383,2022-03-04,962.0,0.011999421714616163,0.05537082550238543,0.005927425184328466,0.9353766083562238,0.1633656209339309,406
2022-04-03,Dong Nai,3363,437,10472,7370,3102,2150,1.9126478303874768,29.136836647278958,4256,1523,2022-03-04,1149.0,0.40641711229946526,0.14543544690603513,0.20530939648586707,0.7037815126050421,0.32114209320091675,952
2022-04-03,Hai Phong City,0,352,7203,4865,2338,1508,2.850777481594313,33.21043160554531,4876,1753,2022-03-04,1018.0,0.6769401638206303,0.24337081771484104,0.20935721227266416,0.6754130223517979,0.0,830
2022-04-03,Hue City,7808,412,8015,6977,1038,174,0.5953191393183256,23.63506849968972,1450,544,2022-03-04,867.0,0.18091079226450404,0.0678727386150967,0.021709295071740485,0.8704928259513413,0.9741734248284467,864
2022-04-03,Vung Tau,0,164,4139,3547,592,198,0.9219523046805481,22.77830858316989,900,244,2022-03-04,303.0,0.2174438270113554,0.0589514375453008,0.04783764194249819,0.8569702826769752,0.0,394
2022-04-04,Binh Duong,1099,433,6292,5341,951,529,1.3134660063585228,23.522771444589793,1093,800,2022-03-05,1351.0,0.17371265098537825,0.12714558169103624,0.08407501589319771,0.8488556897647807,0.17466624284806104,422
